,GEO,SEX,AGE_M3,VALUE
4975,DE264,M,18-29,11878.0
4976,DE264,M,30-39,9225.0
4977,DE264,M,40+,48831.0
4978,DE264,M,<18,15349.0
4979,DE264,M,TOTAL,85283.0
4980,DE264,T,18-29,18791.0
4981,DE264,T,30-39,18823.0
4982,DE264,T,40+,100814.0
4983,DE264,T,TOTAL,172612.0
4984,DE265,F,18-29,6302.0
4985,DE265,F,30-39,5496.0
4986,DE265,F,40+,33064.0
4987,DE265,F,<18,8490.0
4988,DE265,F,TOTAL,53352.0
4989,DE265,M,18-29,7143.0
4990,DE265,M,30-39,5286.0
4991,DE265,M,40+,29595.0
4992,DE265,M,<18,8644.0
4993,DE265,M,TOTAL,50668.0
4994,DE265,T,18-29,11002.0
4995,DE265,T,30-39,10782.0
4996,DE265,T,40+,62659.0
4997,DE265,T,TOTAL,104020.0
4998,DE266,F,18-29,5269.0
4999,DE266,F,30-39,4346.0
5000,DE266,F,40+,24281.0
5001,DE266,F,<18,7004.0
5002,DE266,F,TOTAL,40900.0
5003,DE266,M,18-29,5679.0
5004,DE266,M,30-39,4256.0
5005,DE266,M,40+,22646.0
5006,DE266,M,<18,7348.0
5007,DE266,M,TOTAL,39929.0
5008,DE266,T,18-29,8828.0
5009,DE266,T,30-39,8602.0
5010,DE266,T,40+,46927.0
5011,DE266,T,TOTAL,80829.0
5012,DE267,F,18-29,5678.0
5013,DE267,F,30-39,4516.0
5014,DE267,F,40+,25021.0
5015,DE267,F,<18,7186.0
5016,DE267,F,TOTAL,42401.0
5017,DE267,M,18-29,6305.0
5018,DE267,M,30-39,4618.0
5019,DE267,M,40+,23583.0
5020,DE267,M,<18,7668.0
5021,DE267,M,TOTAL,42174.0
5022,DE267,T,18-29,9836.0
5023,DE267,T,30-39,9134.0
5024,DE267,T,40+,48604.0
5025,DE267,T,TOTAL,84575.0
5026,DE268,F,18-29,5923.0
5027,DE268,F,30-39,4986.0
5028,DE268,F,40+,25782.0
5029,DE268,F,<18,7644.0
5030,DE268,F,TOTAL,44335.0
5031,DE268,M,18-29,6370.0
5032,DE268,M,30-39,4901.0
5033,DE268,M,40+,24323.0
5034,DE268,M,<18,7790.0
5035,DE268,M,TOTAL,43384.0
5036,DE268,T,18-29,10098.0
5037,DE268,T,30-39,9887.0
5038,DE268,T,40+,50105.0
5039,DE268,T,TOTAL,87719.0
5040,DE269,F,18-29,8274.0
5041,DE269,F,30-39,7491.0
5042,DE269,F,40+,37608.0
5043,DE269,F,<18,11177.0
5044,DE269,F,TOTAL,64550.0
5045,DE269,M,18-29,8954.0
5046,DE269,M,30-39,7181.0
5047,DE269,M,40+,35600.0
5048,DE269,M,<18,12120.0
5049,DE269,M,TOTAL,63855.0
5050,DE269,T,18-29,14037.0
5051,DE269,T,30-39,14672.0
5052,DE269,T,40+,73208.0
5053,DE269,T,TOTAL,128405.0
5054,DE26A,F,18-29,8018.0
5055,DE26A,F,30-39,6901.0
5056,DE26A,F,40+,39066.0
5057,DE26A,F,<18,10351.0
5058,DE26A,F,TOTAL,64336.0
5059,DE26A,M,18-29,8994.0
5060,DE26A,M,30-39,6874.0
5061,DE26A,M,40+,36303.0
5062,DE26A,M,<18,11001.0
5063,DE26A,M,TOTAL,63172.0
5064,DE26A,T,18-29,13842.0
5065,DE26A,T,30-39,13775.0
5066,DE26A,T,40+,75369.0
5067,DE26A,T,TOTAL,127508.0
5068,DE26B,F,18-29,7369.0
5069,DE26B,F,30-39,5977.0
5070,DE26B,F,40+,34047.0
5071,DE26B,F,<18,9469.0
5072,DE26B,F,TOTAL,56862.0
5073,DE26B,M,18-29,8110.0
5074,DE26B,M,30-39,5879.0
5075,DE26B,M,40+,32070.0
5076,DE26B,M,<18,10163.0
5077,DE26B,M,TOTAL,56222.0
5078,DE26B,T,18-29,12524.0
5079,DE26B,T,30-39,11856.0
5080,DE26B,T,40+,66117.0
5081,DE26B,T,TOTAL,113084.0
5082,DE26C,F,18-29,10603.0
5083,DE26C,F,30-39,9061.0
5084,DE26C,F,40+,46848.0
5085,DE26C,F,<18,13426.0
5086,DE26C,F,TOTAL,79938.0
5087,DE26C,M,18-29,11174.0
5088,DE26C,M,30-39,8947.0
5089,DE26C,M,40+,43809.0
5090,DE26C,M,<18,14227.0
5091,DE26C,M,TOTAL,78157.0
5092,DE26C,T,18-29,17979.0
5093,DE26C,T,30-39,18008.0
5094,DE26C,T,40+,90657.0
5095,DE26C,T,TOTAL,158095.0
5096,DE27,F,18-29,124749.0
5097,DE27,F,30-39,104752.0
5098,DE27,F,40+,522015.0
5099,DE27,F,<18,154771.0
5100,DE27,F,TOTAL,906287.0
5101,DE27,M,18-29,129485.0
5102,DE27,M,30-39,105499.0
5103,DE27,M,40+,476368.0
5104,DE27,M,<18,161561.0
5105,DE27,M,TOTAL,872913.0
5106,DE27,T,18-29,211073.0
5107,DE27,T,30-39,210251.0
5108,DE27,T,40+,998383.0
5109,DE27,T,TOTAL,1779200.0
5110,DE271,F,18-29,24791.0
5111,DE271,F,30-39,17763.0
5112,DE271,F,40+,76363.0
5113,DE271,F,<18,20062.0
5114,DE271,F,TOTAL,138979.0
5115,DE271,M,18-29,22196.0
5116,DE271,M,30-39,18787.0
5117,DE271,M,40+,67252.0
5118,DE271,M,<18,20553.0
5119,DE271,M,TOTAL,128788.0
5120,DE271,T,18-29,41388.0
5121,DE271,T,30-39,36550.0
5122,DE271,T,40+,143615.0
5123,DE271,T,TOTAL,267767.0
5124,DE272,F,18-29,2828.0
5125,DE272,F,30-39,2279.0
5126,DE272,F,40+,13022.0
5127,DE272,F,<18,3399.0
5128,DE272,F,TOTAL,21528.0
5129,DE272,M,18-29,2928.0
5130,DE272,M,30-39,2411.0
5131,DE272,M,40+,11186.0
5132,DE272,M,<18,3497.0
5133,DE272,M,TOTAL,20022.0
5134,DE272,T,18-29,4823.0
5135,DE272,T,30-39,4690.0
5136,DE272,T,40+,24208.0
5137,DE272,T,TOTAL,41550.0
5138,DE273,F,18-29,4939.0
5139,DE273,F,30-39,3827.0
5140,DE273,F,40+,19278.0
5141,DE273,F,<18,4861.0
5142,DE273,F,TOTAL,32905.0
5143,DE273,M,18-29,5249.0
5144,DE273,M,30-39,3934.0
5145,DE273,M,40+,16863.0
5146,DE273,M,<18,5127.0
5147,DE273,M,TOTAL,31173.0
5148,DE273,T,18-29,8799.0
5149,DE273,T,30-39,7761.0
5150,DE273,T,40+,36141.0
5151,DE273,T,TOTAL,64078.0
5152,DE274,F,18-29,2905.0
5153,DE274,F,30-39,2405.0
5154,DE274,F,40+,12513.0
5155,DE274,F,<18,3408.0
5156,DE274,F,TOTAL,21231.0
5157,DE274,M,18-29,3034.0
5158,DE274,M,30-39,2589.0
5159,DE274,M,40+,10809.0
5160,DE274,M,<18,3578.0
5161,DE274,M,TOTAL,20010.0
5162,DE274,T,18-29,4938.0
5163,DE274,T,30-39,4994.0
5164,DE274,T,40+,23322.0
5165,DE274,T,TOTAL,41241.0
5166,DE275,F,18-29,8156.0
5167,DE275,F,30-39,7458.0
5168,DE275,F,40+,36631.0
5169,DE275,F,<18,11745.0
5170,DE275,F,TOTAL,63990.0
5171,DE275,M,18-29,8705.0
5172,DE275,M,30-39,7296.0
5173,DE275,M,40+,34282.0
5174,DE275,M,<18,12114.0
5175,DE275,M,TOTAL,62397.0
5176,DE275,T,18-29,13750.0
5177,DE275,T,30-39,14754.0
5178,DE275,T,40+,70913.0
5179,DE275,T,TOTAL,126387.0
5180,DE276,F,18-29,15238.0
5181,DE276,F,30-39,13621.0
5182,DE276,F,40+,70566.0
5183,DE276,F,<18,21208.0
5184,DE276,F,TOTAL,120633.0
5185,DE276,M,18-29,16048.0
5186,DE276,M,30-39,13242.0
5187,DE276,M,40+,64807.0
5188,DE276,M,<18,22365.0
5189,DE276,M,TOTAL,116462.0
5190,DE276,T,18-29,25335.0
5191,DE276,T,30-39,26863.0
5192,DE276,T,40+,135373.0
5193,DE276,T,TOTAL,237095.0
5194,DE277,F,18-29,6229.0
5195,DE277,F,30-39,5404.0
5196,DE277,F,40+,26945.0
5197,DE277,F,<18,8589.0
5198,DE277,F,TOTAL,47167.0
5199,DE277,M,18-29,6991.0
5200,DE277,M,30-39,5399.0
5201,DE277,M,40+,24770.0
5202,DE277,M,<18,8981.0
5203,DE277,M,TOTAL,46141.0
5204,DE277,T,18-29,10717.0
5205,DE277,T,30-39,10803.0
5206,DE277,T,40+,51715.0
5207,DE277,T,TOTAL,93308.0
5208,DE278,F,18-29,8278.0
5209,DE278,F,30-39,7035.0
5210,DE278,F,40+,34316.0
5211,DE278,F,<18,10893.0
5212,DE278,F,TOTAL,60522.0
5213,DE278,M,18-29,8958.0
5214,DE278,M,30-39,7021.0
5215,DE278,M,40+,32097.0
5216,DE278,M,<18,11585.0
5217,DE278,M,TOTAL,59661.0
5218,DE278,T,18-29,14046.0
5219,DE278,T,30-39,14056.0
5220,DE278,T,40+,66413.0
5221,DE278,T,TOTAL,120183.0
5222,DE279,F,18-29,11686.0
5223,DE279,F,30-39,9720.0
5224,DE279,F,40+,47677.0
5225,DE279,F,<18,14448.0
5226,DE279,F,TOTAL,83531.0
5227,DE279,M,18-29,12022.0
5228,DE279,M,30-39,9932.0
5229,DE279,M,40+,43401.0
5230,DE279,M,<18,14968.0
5231,DE279,M,TOTAL,80323.0
5232,DE279,T,18-29,19922.0
5233,DE279,T,30-39,19652.0
5234,DE279,T,40+,91078.0
5235,DE279,T,TOTAL,163854.0
5236,DE27A,F,18-29,4768.0
5237,DE27A,F,30-39,4406.0
5238,DE27A,F,40+,24047.0
5239,DE27A,F,<18,6900.0
5240,DE27A,F,TOTAL,40121.0
5241,DE27A,M,18-29,5171.0
5242,DE27A,M,30-39,4150.0
5243,DE27A,M,40+,21708.0
5244,DE27A,M,<18,7272.0
5245,DE27A,M,TOTAL,38301.0
5246,DE27A,T,18-29,8030.0
5247,DE27A,T,30-39,8556.0
5248,DE27A,T,40+,45755.0
5249,DE27A,T,TOTAL,78422.0
5250,DE27B,F,18-29,8645.0
5251,DE27B,F,30-39,7524.0
5252,DE27B,F,40+,39098.0
5253,DE27B,F,<18,12474.0
5254,DE27B,F,TOTAL,67741.0
5255,DE27B,M,18-29,9229.0
5256,DE27B,M,30-39,7413.0
5257,DE27B,M,40+,36537.0
5258,DE27B,M,<18,12665.0
5259,DE27B,M,TOTAL,65844.0
5260,DE27B,T,18-29,14480.0
5261,DE27B,T,30-39,14937.0
5262,DE27B,T,40+,75635.0
5263,DE27B,T,TOTAL,133585.0
5264,DE27C,F,18-29,8634.0
5265,DE27C,F,30-39,7449.0
5266,DE27C,F,40+,39608.0
5267,DE27C,F,<18,12489.0
5268,DE27C,F,TOTAL,68180.0
5269,DE27C,M,18-29,9488.0
5270,DE27C,M,30-39,7646.0
5271,DE27C,M,40+,36691.0
5272,DE27C,M,<18,13156.0
5273,DE27C,M,TOTAL,66981.0
5274,DE27C,T,18-29,14602.0
5275,DE27C,T,30-39,15095.0
5276,DE27C,T,40+,76299.0
5277,DE27C,T,TOTAL,135161.0
5278,DE27D,F,18-29,8431.0
5279,DE27D,F,30-39,7401.0
5280,DE27D,F,40+,36343.0
5281,DE27D,F,<18,11645.0
5282,DE27D,F,TOTAL,63820.0
5283,DE27D,M,18-29,9572.0
5284,DE27D,M,30-39,7745.0
5285,DE27D,M,40+,34619.0
5286,DE27D,M,<18,12164.0
5287,DE27D,M,TOTAL,64100.0
5288,DE27D,T,18-29,14856.0
5289,DE27D,T,30-39,15146.0
5290,DE27D,T,40+,70962.0
5291,DE27D,T,TOTAL,127920.0
5292,DE27E,F,18-29,9221.0
5293,DE27E,F,30-39,8460.0
5294,DE27E,F,40+,45608.0
5295,DE27E,F,<18,12650.0
5296,DE27E,F,TOTAL,75939.0
5297,DE27E,M,18-29,9894.0
5298,DE27E,M,30-39,7934.0
5299,DE27E,M,40+,41346.0
5300,DE27E,M,<18,13536.0
5301,DE27E,M,TOTAL,72710.0
5302,DE27E,T,18-29,15387.0
5303,DE27E,T,30-39,16394.0
5304,DE27E,T,40+,86954.0
5305,DE27E,T,TOTAL,148649.0
5306,DE3,F,18-29,273581.0
5307,DE3,F,30-39,231006.0
5308,DE3,F,40+,946671.0
5309,DE3,F,<18,241454.0
5310,DE3,F,TOTAL,1692712.0
5311,DE3,M,18-29,261385.0
5312,DE3,M,30-39,233279.0
5313,DE3,M,40+,852060.0
5314,DE3,M,<18,252929.0
5315,DE3,M,TOTAL,1599653.0
5316,DE3,T,18-29,480198.0
5317,DE3,T,30-39,464285.0
5318,DE3,T,40+,1798731.0
5319,DE3,T,TOTAL,3292365.0
5320,DE30,F,18-29,273581.0
5321,DE30,F,30-39,231006.0
5322,DE30,F,40+,946671.0
5323,DE30,F,<18,241454.0
5324,DE30,F,TOTAL,1692712.0
5325,DE30,M,18-29,261385.0
5326,DE30,M,30-39,233279.0
5327,DE30,M,40+,852060.0
5328,DE30,M,<18,252929.0
5329,DE30,M,TOTAL,1599653.0
5330,DE30,T,18-29,480198.0
5331,DE30,T,30-39,464285.0
5332,DE30,T,40+,1798731.0
5333,DE30,T,TOTAL,3292365.0
5334,DE300,F,18-29,273581.0
5335,DE300,F,30-39,231006.0
5336,DE300,F,40+,946671.0
5337,DE300,F,<18,241454.0
5338,DE300,F,TOTAL,1692712.0
5339,DE300,M,18-29,261385.0
5340,DE300,M,30-39,233279.0
5341,DE300,M,40+,852060.0
5342,DE300,M,<18,252929.0
5343,DE300,M,TOTAL,1599653.0
5344,DE300,T,18-29,480198.0
5345,DE300,T,30-39,464285.0
5346,DE300,T,40+,1798731.0
5347,DE300,T,TOTAL,3292365.0
5348,DE4,F,18-29,145324.0
5349,DE4,F,30-39,129369.0
5350,DE4,F,40+,809146.0
5351,DE4,F,<18,163614.0
5352,DE4,F,TOTAL,1247453.0
5353,DE4,M,18-29,164065.0
5354,DE4,M,30-39,137005.0
5355,DE4,M,40+,734280.0
5356,DE4,M,<18,172977.0
5357,DE4,M,TOTAL,1208327.0
5358,DE4,T,18-29,276151.0
5359,DE4,T,30-39,266374.0
5360,DE4,T,40+,1543426.0
5361,DE4,T,TOTAL,2455780.0
5362,DE40,F,18-29,145324.0
5363,DE40,F,30-39,129369.0
5364,DE40,F,40+,809146.0
5365,DE40,F,<18,163614.0
5366,DE40,F,TOTAL,1247453.0
5367,DE40,M,18-29,164065.0
5368,DE40,M,30-39,137005.0
5369,DE40,M,40+,734280.0
5370,DE40,M,<18,172977.0
5371,DE40,M,TOTAL,1208327.0
5372,DE40,T,18-29,276151.0
5373,DE40,T,30-39,266374.0
5374,DE40,T,40+,1543426.0
5375,DE40,T,TOTAL,2455780.0
5376,DE401,F,18-29,5034.0
5377,DE401,F,30-39,3364.0
5378,DE401,F,40+,23998.0
5379,DE401,F,<18,4017.0
5380,DE401,F,TOTAL,36413.0
5381,DE401,M,18-29,5542.0
5382,DE401,M,30-39,4192.0
5383,DE401,M,40+,21159.0
5384,DE401,M,<18,4263.0
5385,DE401,M,TOTAL,35156.0
5386,DE401,T,18-29,9666.0
5387,DE401,T,30-39,7556.0
5388,DE401,T,40+,45157.0
5389,DE401,T,TOTAL,71569.0
5390,DE402,F,18-29,7953.0
5391,DE402,F,30-39,5189.0
5392,DE402,F,40+,32208.0
5393,DE402,F,<18,5694.0
5394,DE402,F,TOTAL,51044.0
5395,DE402,M,18-29,9517.0
5396,DE402,M,30-39,5580.0
5397,DE402,M,40+,27617.0
5398,DE402,M,<18,6226.0
5399,DE402,M,TOTAL,48940.0
5400,DE402,T,18-29,16171.0
5401,DE402,T,30-39,10769.0
5402,DE402,T,40+,59825.0
5403,DE402,T,TOTAL,99984.0
5404,DE403,F,18-29,4488.0
5405,DE403,F,30-39,3174.0
5406,DE403,F,40+,19478.0
5407,DE403,F,<18,3590.0
5408,DE403,F,TOTAL,30730.0
5409,DE403,M,18-29,4791.0
5410,DE403,M,30-39,3177.0
5411,DE403,M,40+,16727.0
5412,DE403,M,<18,3715.0
5413,DE403,M,TOTAL,28410.0
5414,DE403,T,18-29,8477.0
5415,DE403,T,30-39,6351.0
5416,DE403,T,40+,36205.0
5417,DE403,T,TOTAL,59140.0
5418,DE404,F,18-29,14280.0
5419,DE404,F,30-39,11419.0
5420,DE404,F,40+,44284.0
5421,DE404,F,<18,11338.0
5422,DE404,F,TOTAL,81321.0
5423,DE404,M,18-29,12861.0
5424,DE404,M,30-39,11612.0
5425,DE404,M,40+,38106.0
5426,DE404,M,<18,12121.0
5427,DE404,M,TOTAL,74700.0
5428,DE404,T,18-29,24999.0
5429,DE404,T,30-39,23031.0
5430,DE404,T,40+,82390.0
5431,DE404,T,TOTAL,156021.0
5432,DE405,F,18-29,9632.0
5433,DE405,F,30-39,9543.0
5434,DE405,F,40+,56355.0
5435,DE405,F,<18,11500.0
5436,DE405,F,TOTAL,87030.0
5437,DE405,M,18-29,10967.0
5438,DE405,M,30-39,9637.0
5439,DE405,M,40+,52212.0
5440,DE405,M,<18,12319.0
5441,DE405,M,TOTAL,85135.0
5442,DE405,T,18-29,18355.0
5443,DE405,T,30-39,19180.0
5444,DE405,T,40+,108567.0
5445,DE405,T,TOTAL,172165.0
5446,DE406,F,18-29,9038.0
5447,DE406,F,30-39,8561.0
5448,DE406,F,40+,52370.0
5449,DE406,F,<18,11034.0
5450,DE406,F,TOTAL,81003.0
5451,DE406,M,18-29,10081.0
5452,DE406,M,30-39,9112.0
5453,DE406,M,40+,48675.0
5454,DE406,M,<18,11291.0
5455,DE406,M,TOTAL,79159.0
5456,DE406,T,18-29,16926.0
5457,DE406,T,30-39,17673.0
5458,DE406,T,40+,101045.0
5459,DE406,T,TOTAL,160162.0
5460,DE407,F,18-29,5738.0
5461,DE407,F,30-39,5047.0
5462,DE407,F,40+,38240.0
5463,DE407,F,<18,6771.0
5464,DE407,F,TOTAL,55796.0
5465,DE407,M,18-29,7408.0
5466,DE407,M,30-39,6093.0
5467,DE407,M,40+,34043.0
5468,DE407,M,<18,6848.0
5469,DE407,M,TOTAL,54392.0
5470,DE407,T,18-29,11683.0
5471,DE407,T,30-39,11140.0
5472,DE407,T,40+,72283.0
5473,DE407,T,TOTAL,110188.0
5474,DE408,F,18-29,8238.0
5475,DE408,F,30-39,8263.0
5476,DE408,F,40+,49457.0
5477,DE408,F,<18,11383.0
5478,DE408,F,TOTAL,77341.0
5479,DE408,M,18-29,9463.0
5480,DE408,M,30-39,7905.0
5481,DE408,M,40+,45240.0
5482,DE408,M,<18,12508.0
5483,DE408,M,TOTAL,75116.0
5484,DE408,T,18-29,15333.0
5485,DE408,T,30-39,16168.0
5486,DE408,T,40+,94697.0
5487,DE408,T,TOTAL,152457.0
5488,DE409,F,18-29,10284.0
5489,DE409,F,30-39,9838.0
5490,DE409,F,40+,62041.0
5491,DE409,F,<18,12354.0
5492,DE409,F,TOTAL,94517.0
5493,DE409,M,18-29,11800.0
5494,DE409,M,30-39,10448.0
5495,DE409,M,40+,57527.0
5496,DE409,M,<18,13082.0
5497,DE409,M,TOTAL,92857.0
5498,DE409,T,18-29,19691.0
5499,DE409,T,30-39,20286.0
5500,DE409,T,40+,119568.0
5501,DE409,T,TOTAL,187374.0
5502,DE40A,F,18-29,11213.0
5503,DE40A,F,30-39,11303.0
5504,DE40A,F,40+,64630.0
5505,DE40A,F,<18,14789.0
5506,DE40A,F,TOTAL,101935.0
5507,DE40A,M,18-29,12019.0
5508,DE40A,M,30-39,10872.0
5509,DE40A,M,40+,60231.0
5510,DE40A,M,<18,15750.0
5511,DE40A,M,TOTAL,98872.0
5512,DE40A,T,18-29,20449.0
5513,DE40A,T,30-39,22175.0
5514,DE40A,T,40+,124861.0
5515,DE40A,T,TOTAL,200807.0
5516,DE40B,F,18-29,6632.0
5517,DE40B,F,30-39,5371.0
5518,DE40B,F,40+,41406.0
5519,DE40B,F,<18,6878.0
5520,DE40B,F,TOTAL,60287.0
5521,DE40B,M,18-29,7857.0
5522,DE40B,M,30-39,6570.0
5523,DE40B,M,40+,36032.0
5524,DE40B,M,<18,7197.0
5525,DE40B,M,TOTAL,57656.0
5526,DE40B,T,18-29,12941.0
5527,DE40B,T,30-39,11941.0
5528,DE40B,T,40+,77438.0
5529,DE40B,T,TOTAL,117943.0
5530,DE40C,F,18-29,9755.0
5531,DE40C,F,30-39,8864.0
5532,DE40C,F,40+,60492.0
5533,DE40C,F,<18,11342.0
5534,DE40C,F,TOTAL,90453.0
5535,DE40C,M,18-29,11293.0
5536,DE40C,M,30-39,9689.0
5537,DE40C,M,40+,54933.0
5538,DE40C,M,<18,11808.0
5539,DE40C,M,TOTAL,87723.0
5540,DE40C,T,18-29,18747.0
5541,DE40C,T,30-39,18553.0
5542,DE40C,T,40+,115425.0
5543,DE40C,T,TOTAL,178176.0
5544,DE40D,F,18-29,5836.0
5545,DE40D,F,30-39,4941.0
5546,DE40D,F,40+,33323.0
5547,DE40D,F,<18,6298.0
5548,DE40D,F,TOTAL,50398.0
5549,DE40D,M,18-29,6862.0
5550,DE40D,M,30-39,5438.0
5551,DE40D,M,40+,30802.0
5552,DE40D,M,<18,6742.0
5553,DE40D,M,TOTAL,49844.0
5554,DE40D,T,18-29,11321.0
5555,DE40D,T,30-39,10379.0
5556,DE40D,T,40+,64125.0
5557,DE40D,T,TOTAL,100242.0
5558,DE40E,F,18-29,10483.0
5559,DE40E,F,30-39,11015.0
5560,DE40E,F,40+,65458.0
5561,DE40E,F,<18,15685.0
5562,DE40E,F,TOTAL,102641.0
5563,DE40E,M,18-29,11932.0
5564,DE40E,M,30-39,11044.0
5565,DE40E,M,40+,60981.0
5566,DE40E,M,<18,16218.0
5567,DE40E,M,TOTAL,100175.0
5568,DE40E,T,18-29,19586.0
5569,DE40E,T,30-39,22059.0
5570,DE40E,T,40+,126439.0
5571,DE40E,T,TOTAL,202816.0
5572,DE40F,F,18-29,4192.0
5573,DE40F,F,30-39,3350.0
5574,DE40F,F,40+,28519.0
5575,DE40F,F,<18,4708.0
5576,DE40F,F,TOTAL,40769.0
5577,DE40F,M,18-29,5329.0
5578,DE40F,M,30-39,3980.0
5579,DE40F,M,40+,25188.0
5580,DE40F,M,<18,5010.0
5581,DE40F,M,TOTAL,39507.0
5582,DE40F,T,18-29,8427.0
5583,DE40F,T,30-39,7330.0
5584,DE40F,T,40+,53707.0
5585,DE40F,T,TOTAL,80276.0
5586,DE40G,F,18-29,6311.0
5587,DE40G,F,30-39,5713.0
5588,DE40G,F,40+,42913.0
5589,DE40G,F,<18,7175.0
5590,DE40G,F,TOTAL,62112.0
5591,DE40G,M,18-29,7717.0
5592,DE40G,M,30-39,6270.0
5593,DE40G,M,40+,38743.0
5594,DE40G,M,<18,7681.0
5595,DE40G,M,TOTAL,60411.0
5596,DE40G,T,18-29,12508.0
5597,DE40G,T,30-39,11983.0
5598,DE40G,T,40+,81656.0
5599,DE40G,T,TOTAL,122523.0
5600,DE40H,F,18-29,9602.0
5601,DE40H,F,30-39,8660.0
5602,DE40H,F,40+,50967.0
5603,DE40H,F,<18,11183.0
5604,DE40H,F,TOTAL,80412.0
5605,DE40H,M,18-29,10533.0
5606,DE40H,M,30-39,9069.0
5607,DE40H,M,40+,47167.0
5608,DE40H,M,<18,12074.0
5609,DE40H,M,TOTAL,78843.0
5610,DE40H,T,18-29,17907.0
5611,DE40H,T,30-39,17729.0
5612,DE40H,T,40+,98134.0
5613,DE40H,T,TOTAL,159255.0
5614,DE40I,F,18-29,6615.0
5615,DE40I,F,30-39,5754.0
5616,DE40I,F,40+,43007.0
5617,DE40I,F,<18,7875.0
5618,DE40I,F,TOTAL,63251.0
5619,DE40I,M,18-29,8093.0
5620,DE40I,M,30-39,6317.0
5621,DE40I,M,40+,38897.0
5622,DE40I,M,<18,8124.0
5623,DE40I,M,TOTAL,61431.0
5624,DE40I,T,18-29,12964.0
5625,DE40I,T,30-39,12071.0
5626,DE40I,T,40+,81904.0
5627,DE40I,T,TOTAL,124682.0
5628,DE5,F,18-29,52137.0
5629,DE5,F,30-39,39183.0
5630,DE5,F,40+,195754.0
5631,DE5,F,<18,47687.0
5632,DE5,F,TOTAL,334761.0
5633,DE5,M,18-29,53192.0
5634,DE5,M,30-39,41530.0
5635,DE5,M,40+,170187.0
5636,DE5,M,<18,51193.0
5637,DE5,M,TOTAL,316102.0
5638,DE5,T,18-29,91829.0
5639,DE5,T,30-39,80713.0
5640,DE5,T,40+,365941.0
5641,DE5,T,TOTAL,650863.0
5642,DE50,F,18-29,52137.0
5643,DE50,F,30-39,39183.0
5644,DE50,F,40+,195754.0
5645,DE50,F,<18,47687.0
5646,DE50,F,TOTAL,334761.0
5647,DE50,M,18-29,53192.0
5648,DE50,M,30-39,41530.0
5649,DE50,M,40+,170187.0
5650,DE50,M,<18,51193.0
5651,DE50,M,TOTAL,316102.0
5652,DE50,T,18-29,91829.0
5653,DE50,T,30-39,80713.0
5654,DE50,T,40+,365941.0
5655,DE50,T,TOTAL,650863.0
5656,DE501,F,18-29,44485.0
5657,DE501,F,30-39,33624.0
5658,DE501,F,40+,162228.0
5659,DE501,F,<18,38988.0
5660,DE501,F,TOTAL,279325.0
5661,DE501,M,18-29,44791.0
5662,DE501,M,30-39,35068.0
5663,DE501,M,40+,141214.0
5664,DE501,M,<18,42309.0
5665,DE501,M,TOTAL,263382.0
5666,DE501,T,18-29,78124.0
5667,DE501,T,30-39,68692.0
5668,DE501,T,40+,303442.0
5669,DE501,T,TOTAL,542707.0
5670,DE502,F,18-29,7652.0
5671,DE502,F,30-39,5559.0
5672,DE502,F,40+,33526.0
5673,DE502,F,<18,8699.0
5674,DE502,F,TOTAL,55436.0
5675,DE502,M,18-29,8401.0
5676,DE502,M,30-39,6462.0
5677,DE502,M,40+,28973.0
5678,DE502,M,<18,8884.0
5679,DE502,M,TOTAL,52720.0
5680,DE502,T,18-29,13705.0
5681,DE502,T,30-39,12021.0
5682,DE502,T,40+,62499.0
5683,DE502,T,TOTAL,108156.0
5684,DE6,F,18-29,145251.0
5685,DE6,F,30-39,127106.0
5686,DE6,F,40+,479625.0
5687,DE6,F,<18,129263.0
5688,DE6,F,TOTAL,881245.0
5689,DE6,M,18-29,129387.0
5690,DE6,M,30-39,131132.0
5691,DE6,M,40+,426148.0
5692,DE6,M,<18,138784.0
5693,DE6,M,TOTAL,825451.0
5694,DE6,T,18-29,243466.0
5695,DE6,T,30-39,258238.0
5696,DE6,T,40+,905773.0
5697,DE6,T,TOTAL,1706696.0
5698,DE60,F,18-29,145251.0
5699,DE60,F,30-39,127106.0
5700,DE60,F,40+,479625.0
5701,DE60,F,<18,129263.0
5702,DE60,F,TOTAL,881245.0
5703,DE60,M,18-29,129387.0
